STRUCTURE,STRUCTUREID,STRUCTUREFULLNAME,STRUCTURECOLOR,STRUCTUREREGION,STRUCTUREREGIONCOLOR,CLUSTER
Eth,16446,ethmoid nucleus,FFF189,Thalamus,FFF189,3
SEth,16447,subethmoid nucleus,FFF189,Thalamus,FFF189,3
VLi,16448,ventral linear nucleus,FFF189,Thalamus,FFF189,3
PoT,16449,posterior triangular nucleus,FFF189,Thalamus,FFF189,3
ITThs,16450,superficial stratum of ITTh,FFF189,Thalamus,FFF189,3
IPo,16451,intermedioposterior nucleus,FFF189,Thalamus,FFF189,3
SG,16452,suprageniculate nucleus,FFF189,Thalamus,FFF189,3
VTTh,16453,ventral tier of thalamus,FFED64,Thalamus,FFF189,3
VTThv,16454,ventricular zone of VTTh,FFED64,Thalamus,FFF189,3
VTThm,16455,mantle zone of VTTh,FFF189,Thalamus,FFF189,3
VTThp,16456,periventricular stratum of VTTh,FFF189,Thalamus,FFF189,3
SPFMC,16457,magnocellular (medial) subparafascicular nucleus,FFF189,Thalamus,FFF189,3
VTThi,16458,intermediate stratum of VTTh,FFF189,Thalamus,FFF189,3
SPFPC,16459,parvicellular (lateral) subparafascicular nucleus,FFF189,Thalamus,FFF189,3
PIL,16460,posterior intralaminar nucleus,FFF189,Thalamus,FFF189,3
VTThs,16461,superficial stratum of VTTh,FFF189,Thalamus,FFF189,3
MG,16462,medial geniculate nucleus,FFF189,Thalamus,FFF189,3
MGV,16463,ventral subnucleus of MG,FFF189,Thalamus,FFF189,3
MGD,16464,dorsal subnucleus of MG,FFF189,Thalamus,FFF189,3
MGM,16465,medial subnucleus of MG,FFF189,Thalamus,FFF189,3
p2AAV,16466,anteroventral part of alar thalamus,FFED64,Thalamus,FFF189,3
p2AAVv,111220592,ventricular zone of p2AAV,FFED64,Thalamus,FFF189,3
p2AAVm,111220594,mantle zone of p2AAV,FFF189,Thalamus,FFF189,3
p2ZL,16467,thalamic (p2) zona limitans domain,FFED64,Thalamus,FFF189,3
p2ZLv,16468,ventricular zone of p2ZL,FFED64,Thalamus,FFF189,3
p2ZLm,16469,mantle zone of p2ZL,FFF189,Thalamus,FFF189,3
p2ZLp,16470,periventricular stratum of p2ZL,FFF189,Thalamus,FFF189,3
p2ZLS,16471,shell of p2ZL,FFF189,Thalamus,FFF189,3
p2ZLi,16472,intermediate stratum of p2ZL,FFF189,Thalamus,FFF189,3
IZL,16473,interstitial nucleus of the zona limitans,FFF189,Thalamus,FFF189,3
p2ZLs,16474,superficial stratum of p2ZL,FFF189,Thalamus,FFF189,3
IGL,16475,intergeniculate leaflet,FFF189,Thalamus,FFF189,3
p2Lim,16476,liminal part of alar p2,FFED64,Thalamus,FFF189,3
p2Limv,16477,ventricular zone of p2Lim,FFED64,Thalamus,FFF189,3
p2Limm,16478,mantle zone of p2Lim,FFF189,Thalamus,FFF189,3
p2Limp,16479,periventricular stratum of p2Lim,FFF189,Thalamus,FFF189,3
Lim,16480,liminal nucleus,FFF189,Thalamus,FFF189,3
p2Limi,16481,intermediate stratum of p2Lim,FFF189,Thalamus,FFF189,3
p2LimRt,16482,reticular formation of p2Lim,FFF189,Thalamus,FFF189,3
p2Lims,16483,superficial stratum of p2Lim,FFF189,Thalamus,FFF189,3
p2PP,16484,p2 portion of the peripeduncular nucleus,FFF189,Thalamus,FFF189,3
EpP,16485,epipeduncular nucleus,FFF189,Thalamus,FFF189,3
 ,, , , , ,
H,16808,hindbrain,EA37FF,Rest Hindbrain,EA37FF,4
PPH,16809,prepontine hindbrain,EA37FF,Rest Hindbrain,EA37FF,4
is,16810,isthmus,EA37FF,Cerebellum,EA37FF,4
isR,16811,isthmic roof plate,F38BFF,Cerebellum,EA37FF,4
isRv,16812,ventricular zone of isR,F070FF,Cerebellum,EA37FF,4
isRm,114403715,mantle zone of isR,F38BFF,Cerebellum,EA37FF,4
isRp,114403719,periventricular stratum of isR,F38BFF,Cerebellum,EA37FF,4
isRi,114403723,intermediate stratum of isR,F38BFF,Cerebellum,EA37FF,4
isRs,114403727,superficial stratum of isR,F38BFF,Cerebellum,EA37FF,4
isA,16813,isthmic alar plate,EA37FF,Cerebellum,EA37FF,4
CbV,16814,cerebellar vermis,EA37FF,Cerebellum,EA37FF,4
CbVLip,16815,rhombic lip of cerebellar vermis,EA37FF,Cerebellum,EA37FF,4
CbV-EGL,16816,external granular layer of CbV,EA37FF,Cerebellum,EA37FF,4
CbVv,16817,ventricular zone of cerebellar vermis,EA37FF,Cerebellum,EA37FF,4
CbVm,16818,mantle zone of cerebellar vermis,F070FF,Cerebellum,EA37FF,4
CbVp,16819,periventricular stratum of cerebellar vermis,F070FF,Cerebellum,EA37FF,4
CbVWM,16820,white matter of cerebellar vermis,F070FF,Cerebellum,EA37FF,4
CbVi,16821,intermediate stratum of cerebellar vermis,F070FF,Cerebellum,EA37FF,4
CbVN,16822,cerebellar nuclei of CbV,F070FF,Cerebellum,EA37FF,4
Med,16823,medial (fastigial) cerebellar nucleus,F070FF,Cerebellum,EA37FF,4
MedM,16824,medial (main) part of Med,F070FF,Cerebellum,EA37FF,4
MedL,16825,lateral part of Med,F070FF,Cerebellum,EA37FF,4
MedDL,16826,dorsolateral part of Med,F070FF,Cerebellum,EA37FF,4
isVeCb,16827,isthmic vestibulocerebellar nucleus,F070FF,Cerebellum,EA37FF,4
CbVs,16828,superficial stratum of cerebellar vermis,F070FF,Cerebellum,EA37FF,4
CbVCx,16829,cortex of cerebellar vermis,F070FF,Cerebellum,EA37FF,4
1Cb,16830,lobule 1 of cerebellar vermis,F070FF,Cerebellum,EA37FF,4
2Cb,16831,lobule 2 of cerebellar vermis,F070FF,Cerebellum,EA37FF,4
3Cb,16832,lobule 3 of cerebellar vermis,F070FF,Cerebellum,EA37FF,4
4Cb,16833,lobule 4 of cerebellar vermis,F070FF,Cerebellum,EA37FF,4
5Cb,16834,lobule 5 of cerebellar vermis,F070FF,Cerebellum,EA37FF,4
6Cb,16835,lobule 6 of cerebellar vermis,F070FF,Cerebellum,EA37FF,4
7Cb,16836,lobule 7 of cerebellar vermis,F070FF,Cerebellum,EA37FF,4
8Cb,16837,lobule 8 of cerebellar vermis,F070FF,Cerebellum,EA37FF,4
9Cb,16838,lobule 9 of cerebellar vermis,F070FF,Cerebellum,EA37FF,4
10Cb,16839,lobule 10 of cerebellar vermis,F070FF,Cerebellum,EA37FF,4
MolV,16840,molecular layer of CbVCx,F070FF,Cerebellum,EA37FF,4
PkV,16841,Purkinje cell layer of CbVCx,D332E6,Cerebellum,EA37FF,4
IGrV,16842,internal granular layer of CbVCx,BB2CCC,Cerebellum,EA37FF,4
isADL,16843,dorsolateral (non-cerebellar) part of isA,EA37FF,Cerebellum,EA37FF,4
isADLv,111220612,ventricular zone of isADL,EA37FF,Cerebellum,EA37FF,4
isADLm,111220614,mantle zone of isADL,F070FF,Cerebellum,EA37FF,4
isADLp,112892309,periventricular stratum of isADL,F070FF,Cerebellum,EA37FF,4
isADLi,112892311,intermediate stratum of isADL,F070FF,Cerebellum,EA37FF,4
isADLs,112892313,superficial stratum of isADL,F070FF,Cerebellum,EA37FF,4
PBC,16844,parabrachial complex,EA37FF,Cerebellum,EA37FF,4
PBv,16845,ventricular zone of the PBC,EA37FF,Cerebellum,EA37FF,4
PBm,16846,mantle zone of the PBC,F070FF,Cerebellum,EA37FF,4
PBp,16847,periventricular stratum of the PBC,F070FF,Cerebellum,EA37FF,4
PB-PAG,16848,parabrachial part of the periaqueductal gray,F070FF,Cerebellum,EA37FF,4
PBi,16849,intermediate stratum of the PBC,F070FF,Cerebellum,EA37FF,4
MPB,16850,medial parabrachial nucleus,F070FF,Cerebellum,EA37FF,4
PBs,16851,superficial stratum of the PBC,F070FF,Cerebellum,EA37FF,4
LPB,16852,lateral parabrachial nucleus,F070FF,Cerebellum,EA37FF,4
KF,16853,Koelliker-Fuse nucleus,F070FF,Cerebellum,EA37FF,4
Ist,16854,isthmus proper,EA37FF,Cerebellum,EA37FF,4
Istv,16855,ventricular zone of Ist,EA37FF,Cerebellum,EA37FF,4
Istm,16856,mantle zone of Ist,F070FF,Cerebellum,EA37FF,4
Istp,16857,periventricular stratum of Ist,F070FF,Cerebellum,EA37FF,4
Ist-PAG,16858,isthmic part of the periaqueductal gray,F070FF,Cerebellum,EA37FF,4
Isti,16859,intermediate stratum of Ist,F070FF,Cerebellum,EA37FF,4
DLL,16860,dorsal nucleus of the lateral lemniscus,F070FF,Cerebellum,EA37FF,4
Ists,16861,superficial stratum of Ist,F070FF,Cerebellum,EA37FF,4
PBG,16862,parabigeminal nucleus,F070FF,Cerebellum,EA37FF,4
PeLA,16863,perilemniscal isthmic area,F070FF,Cerebellum,EA37FF,4
isAVL,16864,ventrolateral part of isA,EA37FF,Cerebellum,EA37FF,4
isLim,16865,liminal part of alar isthmus,EA37FF,Cerebellum,EA37FF,4
isLimv,16866,ventricular zone of isLim,EA37FF,Cerebellum,EA37FF,4
isLimm,16867,mantle zone of isLim,F070FF,Cerebellum,EA37FF,4
isLimp,16868,periventricular stratum of isLim,F070FF,Cerebellum,EA37FF,4
isLim-PAG,16869,isthmic liminal part of the periaqueductal gray,F070FF,Cerebellum,EA37FF,4
isMes5,16870,isthmic part of mesencephalic trigeminal nucleus,F070FF,Cerebellum,EA37FF,4
isLimi,16871,intermediate stratum of isLim,F070FF,Cerebellum,EA37FF,4
MiTg,16872,microcellular tegmental nucleus,F070FF,Cerebellum,EA37FF,4
isLimRt,16873,isthmic liminal reticular area,F070FF,Cerebellum,EA37FF,4
isLims,16874,superficial stratum of isLim,F070FF,Cerebellum,EA37FF,4
isILL,16875,isthmic part of the intermediate lateral lemniscal nucleus,F070FF,Cerebellum,EA37FF,4
isPaL,16886,paralemniscal isthmic area,F070FF,Cerebellum,EA37FF,4
isB,16876,isthmic basal plate,BB2CCC,Cerebellum,EA37FF,4
isBv,111220616,ventricular zone of isB,BB2CCC,Cerebellum,EA37FF,4
isBm,111220618,mantle zone of isB,D332E6,Cerebellum,EA37FF,4
isBL,16877,lateral part of the isB,D332E6,Cerebellum,EA37FF,4
isBLv,16878,ventricular zone of isBL,BB2CCC,Cerebellum,EA37FF,4
isBLm,16879,mantle zone of isBL,D332E6,Cerebellum,EA37FF,4
isBLp,16880,periventricular stratum of isBL,D332E6,Cerebellum,EA37FF,4
isDRDL,16881,dorsolateral isthmic part of the dorsal raphe nucleus,D332E6,Cerebellum,EA37FF,4
isDRW,112892315,lateral wings of the dorsal raphe nucleus,D332E6,Cerebellum,EA37FF,4
isBLi,16882,intermediate stratum of isBL,D332E6,Cerebellum,EA37FF,4
isBLRt,16883,isthmic part of basolateral isthmic reticular formation,D332E6,Cerebellum,EA37FF,4
RRF,16884,retrorubral field,D332E6,Cerebellum,EA37FF,4
isBLs,16885,superficial stratum of isBL,D332E6,Cerebellum,EA37FF,4
isBI,16887,intermediate part of isB,BB2CCC,Cerebellum,EA37FF,4
isBIv,16888,ventricular zone of isBI,BB2CCC,Cerebellum,EA37FF,4
isBIm,16889,mantle zone of isBI,D332E6,Cerebellum,EA37FF,4
isBIp,16890,periventricular stratum of isBI,D332E6,Cerebellum,EA37FF,4
isDRI,16891,intermediate isthmic part of the dorsal raphe nucleus,D332E6,Cerebellum,EA37FF,4
isMDTg,16892,isthmic part of mediodorsal tegmental nucleus,D332E6,Cerebellum,EA37FF,4
isBIi,16893,intermediate stratum of isBI,D332E6,Cerebellum,EA37FF,4
isBIRt,16894,basointermediate isthmic reticular formation,D332E6,Cerebellum,EA37FF,4
isBIs,16895,superficial stratum of isBI,D332E6,Cerebellum,EA37FF,4
isSNR,16896,substantia nigra reticulata- isthmic part,D332E6,Cerebellum,EA37FF,4
isBM,16897,medial part of the isB,BB2CCC,Cerebellum,EA37FF,4
isBMv,16898,ventricular zone of isBM,BB2CCC,Cerebellum,EA37FF,4
isBMm,16899,mantle zone of isBM,D332E6,Cerebellum,EA37FF,4
isBMp,16900,periventricular mantle of isBM,D332E6,Cerebellum,EA37FF,4
isDRV,16901,ventral isthmic part of dorsal raphe nucleus,D332E6,Cerebellum,EA37FF,4
isBMi,16902,intermediate mantle of isBM,D332E6,Cerebellum,EA37FF,4
4M,16903,trochlear nucleus,D332E6,Cerebellum,EA37FF,4
4Sh,16904,trochlear shell,D332E6,Cerebellum,EA37FF,4
Pa4,16905,paratrochlear nucleus,D332E6,Cerebellum,EA37FF,4
CLi,16906,caudal linear (raphe) nucleus,D332E6,Cerebellum,EA37FF,4
isBMs,16907,superficial mantle of isBM,D332E6,Cerebellum,EA37FF,4
isSNC,16908,substantia nigra compacta- isthmic part,D332E6,Cerebellum,EA37FF,4
IPPr,16909,interpeduncular nucleus- prodromal part,D332E6,Cerebellum,EA37FF,4
isPN,16910,isthmic portion of paranigral nucleus,D332E6,Cerebellum,EA37FF,4
isF,16911,isthmic floor plate,A427B3,Cerebellum,EA37FF,4
isFv,16912,ventricular zone of isF,9824A6,Cerebellum,EA37FF,4
isFm,16913,mantle zone of isF,BB2CCC,Cerebellum,EA37FF,4
isFp,112892317,periventricular stratum of isF,BB2CCC,Cerebellum,EA37FF,4
isFi,112892319,intermediate stratum of isF,BB2CCC,Cerebellum,EA37FF,4
isFs,112892321,superficial stratum of isF,BB2CCC,Cerebellum,EA37FF,4
MnIPPr,126531028,median part of IPPr,9824A6,Cerebellum,EA37FF,4
isVTA,16914,ventral tegmental area- isthmic part,9824A6,Cerebellum,EA37FF,4
r1,16915,rhombomere 1,EE5DFF,Rest Hindbrain,EA37FF,4
r1R,16916,r1 roof plate,F5B5FF,Rest Hindbrain,EA37FF,4
CbCh,16917,cerebellar choroid tela,F5B5FF,Rest Hindbrain,EA37FF,4
r1RhL,16918,rhombic lip of r1R,F5B5FF,Rest Hindbrain,EA37FF,4
r1A,16919,r1 alar plate,EE5DFF,Rest Hindbrain,EA37FF,4
r1Av,111220620,ventricular zone of r1A,EE5DFF,Rest Hindbrain,EA37FF,4
r1Am,111220622,mantle zone of r1A,F284FF,Rest Hindbrain,EA37FF,4
CbH,16920,cerebellar hemisphere,F284FF,Rest Hindbrain,EA37FF,4
CbH-EGL,16921,external granular layer of CbH,F284FF,Rest Hindbrain,EA37FF,4
CbHv,16922,ventricular zone of CbH,EE5DFF,Rest Hindbrain,EA37FF,4
CbHLip,16923,rhombic lip of CbH,F284FF,Rest Hindbrain,EA37FF,4
CbHm,16924,mantle zone of CbH,F284FF,Rest Hindbrain,EA37FF,4
CbHp,16925,periventricular stratum of CbH,F284FF,Rest Hindbrain,EA37FF,4
CbHWM,16926,cerebellar white matter,F284FF,Rest Hindbrain,EA37FF,4
CbHi,16927,intermediate stratum of CbH,F284FF,Rest Hindbrain,EA37FF,4
CbHN,16928,cerebellar nuclei of CbH,F284FF,Rest Hindbrain,EA37FF,4
Int,16929,intermediate (interpositus) cerebellar nucleus,F284FF,Rest Hindbrain,EA37FF,4
IntA,16930,anterior part of Int,F284FF,Rest Hindbrain,EA37FF,4
IntDL,16931,dorsolateral part of Int,F284FF,Rest Hindbrain,EA37FF,4
IntP,16932,posterior part of Int,F284FF,Rest Hindbrain,EA37FF,4
Lat,16933,lateral (dentate) cerebellar nucleus,F284FF,Rest Hindbrain,EA37FF,4
LatDL,16934,dorsolateral part of Lat,F284FF,Rest Hindbrain,EA37FF,4
LatPC,16935,parvicellular part of Lat,F284FF,Rest Hindbrain,EA37FF,4
r1VeCb,16936,r1 part of vestibulocerebellar nucleus,F284FF,Rest Hindbrain,EA37FF,4
A4,16937,A4 noradrenergic cell group,F284FF,Rest Hindbrain,EA37FF,4
CbHs,16938,superficial stratum of cerebellar hemisphere,F284FF,Rest Hindbrain,EA37FF,4
CbHCx,16939,cortex of cerebellar hemisphere,F284FF,Rest Hindbrain,EA37FF,4
Sim,16940,simple lobule,F284FF,Rest Hindbrain,EA37FF,4
Crus1,16941,crus 1 of the ansiform lobule,F284FF,Rest Hindbrain,EA37FF,4
Crus2,16942,crus 2 of the ansiform lobule,F284FF,Rest Hindbrain,EA37FF,4
PM,16943,paramedian lobule,F284FF,Rest Hindbrain,EA37FF,4
Cop,16944,copula of the pyramis,F284FF,Rest Hindbrain,EA37FF,4
PFl,16945,paraflocculus,F284FF,Rest Hindbrain,EA37FF,4
Fl,16946,flocculus,F284FF,Rest Hindbrain,EA37FF,4
MolH,16947,molecular layer of CbHCx,F284FF,Rest Hindbrain,EA37FF,4
PkH,16948,Purkinje cell layer of CbHCx,D332E6,Rest Hindbrain,EA37FF,4
IGrH,16949,internal granular layer of CbHCx,BB2CCC,Rest Hindbrain,EA37FF,4
r1Ve,16950,r1 part of vestibular sensory column,EE5DFF,Rest Hindbrain,EA37FF,4
r1Vev,16951,ventricular zone of r1Ve,EE5DFF,Rest Hindbrain,EA37FF,4
r1Vem,16952,mantle zone of r1Ve,F284FF,Rest Hindbrain,EA37FF,4
r1Vep,111220624,periventricular stratum of r1Ve,F284FF,Rest Hindbrain,EA37FF,4
r1Y,124372424,r1 part of vestibular nucleus Y,F284FF,Rest Hindbrain,EA37FF,4
r1Vei,111220626,intermediate stratum of r1Ve,F284FF,Rest Hindbrain,EA37FF,4
r1SuVe,16953,r1 part of superior vestibular nucleus,F284FF,Rest Hindbrain,EA37FF,4
r1Ves,111220628,superficial stratum of r1Ve,F284FF,Rest Hindbrain,EA37FF,4
r1Tr,16954,r1 part of trigeminal sensory column,EE5DFF,Rest Hindbrain,EA37FF,4
r1Trv,16955,ventricular zone of r1Tr,EE5DFF,Rest Hindbrain,EA37FF,4
r1Trm,16956,mantle zone of r1Tr,F284FF,Rest Hindbrain,EA37FF,4
r1Trp,111220630,periventricular stratum of r1Tr,F284FF,Rest Hindbrain,EA37FF,4
r1Tri,111220632,intermediate stratum of r1Tr,F284FF,Rest Hindbrain,EA37FF,4
r1DPCRt,16958,r1 part of dorsal parvicellular reticular formation,F284FF,Rest Hindbrain,EA37FF,4
r1Trs,111220634,superficial stratum of r1Tr,F284FF,Rest Hindbrain,EA37FF,4
r1Pr5,16957,r1 part of principal trigeminal sensory nucleus,F284FF,Rest Hindbrain,EA37FF,4
r1Lim,16959,liminal part of alar r1,EE5DFF,Rest Hindbrain,EA37FF,4
r1Limv,16960,ventricular zone of r1Lim,EE5DFF,Rest Hindbrain,EA37FF,4
r1Limm,16961,mantle zone of r1Lim,F284FF,Rest Hindbrain,EA37FF,4
r1Limp,111220636,periventricular stratum of r1Lim,F284FF,Rest Hindbrain,EA37FF,4
r1LimCG,16963,r1 liminal central gray,F284FF,Rest Hindbrain,EA37FF,4
LDTg,16964,laterodorsal tegmental nucleus,F284FF,Rest Hindbrain,EA37FF,4
r1Mes5,16966,r1 part of the 'mesencephalic' trigeminal nucleus,F284FF,Rest Hindbrain,EA37FF,4
r1Limi,111220638,intermediate stratum of r1Lim,F284FF,Rest Hindbrain,EA37FF,4
r1VPCRt,16962,r1 part of ventral parvicellular reticular formation,F284FF,Rest Hindbrain,EA37FF,4
r1Lims,111220640,superficial stratum of r1Lim,F284FF,Rest Hindbrain,EA37FF,4
PPTg,16965,pedunculopontine tegmental nucleus,F284FF,Rest Hindbrain,EA37FF,4
r1B,16967,r1 basal plate,BE4ACC,Rest Hindbrain,EA37FF,4
r1Bv,111220642,ventricular zone of r1B,BE4ACC,Rest Hindbrain,EA37FF,4
r1Bm,111220644,mantle zone of r1B,D654E6,Rest Hindbrain,EA37FF,4
r1BL,16968,lateral part of r1B,BE4ACC,Rest Hindbrain,EA37FF,4
r1BLv,16969,ventricular zone of r1BL,BE4ACC,Rest Hindbrain,EA37FF,4
r1BLm,16970,mantle zone of r1BL,D654E6,Rest Hindbrain,EA37FF,4
r1BLp,16971,periventricular stratum of r1BL,D654E6,Rest Hindbrain,EA37FF,4
r1BLIZ,124372428,r1 part of basolateral intermediate zone,D654E6,Rest Hindbrain,EA37FF,4
LC,16972,locus coeruleus,D654E6,Rest Hindbrain,EA37FF,4
Bar,16973,nucleus of Barrington,D654E6,Rest Hindbrain,EA37FF,4
NPS,16974,neuropeptide-S nucleus,D654E6,Rest Hindbrain,EA37FF,4
r1BLi,16975,intermediate stratum of r1BL,D654E6,Rest Hindbrain,EA37FF,4
r1CG,16976,r1 part of central gray,D654E6,Rest Hindbrain,EA37FF,4
Su5,16977,supratrigeminal nucleus,D654E6,Rest Hindbrain,EA37FF,4
r1BLRt,16978,r1 part of basolateral reticular formation,D654E6,Rest Hindbrain,EA37FF,4
r1BLs,16981,superficial stratum of r1BL,D654E6,Rest Hindbrain,EA37FF,4
r1MPL,16979,r1 part of medial paralemniscal nucleus,D654E6,Rest Hindbrain,EA37FF,4
r1LPaL,16980,r1 part of lateral paralemniscal nucleus,D654E6,Rest Hindbrain,EA37FF,4
r1ILL,16982,r1 part of intermediate nucleus of the lateral lemniscus,D654E6,Rest Hindbrain,EA37FF,4
RR,16983,retrorubral nucleus (superficial part of PPTg),D654E6,Rest Hindbrain,EA37FF,4
r1BI,16984,intermediate part of r1B,BE4ACC,Rest Hindbrain,EA37FF,4
r1BIv,16985,ventricular zone of r1BI,BE4ACC,Rest Hindbrain,EA37FF,4
r1BIm,16986,mantle zone of r1BI,D654E6,Rest Hindbrain,EA37FF,4
r1BIp,16987,periventricular stratum of r1BI,D654E6,Rest Hindbrain,EA37FF,4
r1BICG,16988,r1 part of basointermediate central gray,D654E6,Rest Hindbrain,EA37FF,4
r1MDTg,16989,r1 part of mediodorsal tegmental nucleus,D654E6,Rest Hindbrain,EA37FF,4
r1BIIZ,124372436,r1 part of BI intermediate zone,D654E6,Rest Hindbrain,EA37FF,4
r1BIi,16990,intermediate stratum of r1BI,D654E6,Rest Hindbrain,EA37FF,4
r1BIRt,16991,r1 part of basointermediate reticular formation,D654E6,Rest Hindbrain,EA37FF,4
r1SubC,16992,nucleus subcoeruleus- r1 part,D654E6,Rest Hindbrain,EA37FF,4
r1BIs,16993,superficial stratum of r1BI,D654E6,Rest Hindbrain,EA37FF,4
r1LPn,124372440,r1 part of lateral pontine nuclei,D654E6,Rest Hindbrain,EA37FF,4
r1BM,16994,medial part of r1B,BE4ACC,Rest Hindbrain,EA37FF,4
r1BMv,16995,ventricular zone of r1BM,BE4ACC,Rest Hindbrain,EA37FF,4
r1BMm,16996,mantle zone of r1BM,D654E6,Rest Hindbrain,EA37FF,4
r1BMp,16997,periventricular stratum of r1BM,D654E6,Rest Hindbrain,EA37FF,4
r1DR,16998,r1 part of dorsal raphe nucleus,D654E6,Rest Hindbrain,EA37FF,4
Sph,16999,sphenoid nucleus,D654E6,Rest Hindbrain,EA37FF,4
DTg,17000,dorsal tegmental nucleus,D654E6,Rest Hindbrain,EA37FF,4
DTgC,17001,core part of DTg,D654E6,Rest Hindbrain,EA37FF,4
DTgS,17002,shell part of DTg,D654E6,Rest Hindbrain,EA37FF,4
r1BMCG,17003,r1 basomedial central gray,D654E6,Rest Hindbrain,EA37FF,4
r1BMi,17004,intermediate stratum of r1BM,D654E6,Rest Hindbrain,EA37FF,4
IPA,17005,apical interpeduncular nucleus,D654E6,Rest Hindbrain,EA37FF,4
Rbd,17006,rhabdoid interpeduncular nucleus,D654E6,Rest Hindbrain,EA37FF,4
VTg,17007,ventral tegmental nucleus,D654E6,Rest Hindbrain,EA37FF,4
ATg,17008,anterior tegmental nucleus,D654E6,Rest Hindbrain,EA37FF,4
PTg,17009,posterior tegmental nucleus,D654E6,Rest Hindbrain,EA37FF,4
r1PMnR,17010,r1 part of paramedian raphe nucleus,D654E6,Rest Hindbrain,EA37FF,4
r1MnR,17011,r1 part of median raphe nucleus,D654E6,Rest Hindbrain,EA37FF,4
r1BMRt,17012,r1 part of basomedial reticular formation,D654E6,Rest Hindbrain,EA37FF,4
r1BMs,17013,superficial stratum of r1BM,D654E6,Rest Hindbrain,EA37FF,4
IPR,17014,rostral interpeduncular nucleus,D654E6,Rest Hindbrain,EA37FF,4
IPDM,17015,dorsomedial interpeduncular nucleus,D654E6,Rest Hindbrain,EA37FF,4
IPDL,17016,dorsolateral interpeduncular nucleus,D654E6,Rest Hindbrain,EA37FF,4
IPRL,17017,rostrolateral interpeduncular nucleus,D654E6,Rest Hindbrain,EA37FF,4
IPC,17018,caudal interpeduncular nucleus,D654E6,Rest Hindbrain,EA37FF,4
IPCDM,17019,caudodorsomedial interpeduncular nucleus,D654E6,Rest Hindbrain,EA37FF,4
IPCDL,17020,caudodorsolateral interpeduncular nucleus,D654E6,Rest Hindbrain,EA37FF,4
IPCL,17021,caudolateral interpeduncular nucleus,D654E6,Rest Hindbrain,EA37FF,4
r1F,17022,r1 floor plate,A741B3,Rest Hindbrain,EA37FF,4
r1Fv,112892323,ventricular zone of r1F,9B3CA6,Rest Hindbrain,EA37FF,4
r1Fm,112892325,mantle zone of r1F,BE4ACC,Rest Hindbrain,EA37FF,4
r1Fp,112892327,periventricular stratum of r1F,BE4ACC,Rest Hindbrain,EA37FF,4
r1Fi,112892329,intermediate stratum of r1F,BE4ACC,Rest Hindbrain,EA37FF,4
r1Fs,112892331,superficial stratum of r1F,BE4ACC,Rest Hindbrain,EA37FF,4
MnIPR,124372444,median part of IPR,9B3CA6,Rest Hindbrain,EA37FF,4
MnIPC,124372448,median part of IPC,9B3CA6,Rest Hindbrain,EA37FF,4
r2,17023,rhombomere 2,EE80FF,Rest Hindbrain,EA37FF,4
r2R,17024,r2 roof plate,F3A4FF,Rest Hindbrain,EA37FF,4
r2A,17025,r2 alar plate,EE80FF,Rest Hindbrain,EA37FF,4
r2Av,111220646,ventricular zone of r2A,EE80FF,Rest Hindbrain,EA37FF,4
r2Am,111220648,mantle zone of r2A,F29EFF,Rest Hindbrain,EA37FF,4
r2Co,17026,r2 part of cochlear sensory column,EE80FF,Rest Hindbrain,EA37FF,4
r2Cov,17027,ventricular zone of r2Co,EE80FF,Rest Hindbrain,EA37FF,4
r2Com,17028,mantle zone of r2Co,F29EFF,Rest Hindbrain,EA37FF,4
r2Cop,111220650,periventricular stratum of r2Co,F29EFF,Rest Hindbrain,EA37FF,4
r2DC,17029,r2 part of dorsal cochlear nucleus,F29EFF,Rest Hindbrain,EA37FF,4
r2Coi,111220652,intermediate stratum of r2Co,F29EFF,Rest Hindbrain,EA37FF,4
r2Cos,111220654,superficial stratum of r2Co,F29EFF,Rest Hindbrain,EA37FF,4
r2AVC,17030,r2 part of anteroventral cochlear nucleus,F29EFF,Rest Hindbrain,EA37FF,4
r2Ve,17031,r2 part of vestibular sensory column,EE80FF,Rest Hindbrain,EA37FF,4
r2Vev,17032,ventricular zone of r2Ve,EE80FF,Rest Hindbrain,EA37FF,4
r2Vem,17033,mantle zone of r2Ve,F29EFF,Rest Hindbrain,EA37FF,4
r2Vep,111220656,periventricular stratum of r2Ve,F29EFF,Rest Hindbrain,EA37FF,4
r2Y,124372452,r2 part of vestibular nucleus Y,F29EFF,Rest Hindbrain,EA37FF,4
r2Vei,111220658,intermediate stratum of r2Ve,F29EFF,Rest Hindbrain,EA37FF,4
r2SuVe,17034,r2 part of superior vestibular nucleus,F29EFF,Rest Hindbrain,EA37FF,4
r2Ves,111220660,superficial stratum of r2Ve,F29EFF,Rest Hindbrain,EA37FF,4
r2Tr,17036,r2 part of trigeminal sensory column,EE80FF,Rest Hindbrain,EA37FF,4
r2Trv,17037,ventricular zone of r2Tr,EE80FF,Rest Hindbrain,EA37FF,4
r2Trm,17038,mantle zone of r2Tr,F29EFF,Rest Hindbrain,EA37FF,4
r2Trp,111220662,periventricular stratum of r2Tr,F29EFF,Rest Hindbrain,EA37FF,4
r2Tri,111220664,intermediate stratum of r2Tr,F29EFF,Rest Hindbrain,EA37FF,4
r2-5Tr,17040,r2 part of trigeminal transition zone,F29EFF,Rest Hindbrain,EA37FF,4
